network,size,searchtype,method,pcore,intercategorical,d,solution,gof,partition
befig1,10,exhaustive,nordlund,com,dnc,,1,1,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0.3333,1,0.6686,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0.2833,1,0.6664,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0.3833,1,0.6665,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0,1,0.5837,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0.05,1,0.6046,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0.1,1,0.6237,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0.15,1,0.6401,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0.2,1,0.6533,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0.25,1,0.6625,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0.3,1,0.6676,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0.35,1,0.6683,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0.4,1,0.6648,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0.45,1,0.6574,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0.5,1,0.6467,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0.55,1,0.6332,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0.6,1,0.6175,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0.65,1,0.6004,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0.7,1,0.5824,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0.75,1,0.568,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0.8,1,0.5606,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0.85,1,0.5533,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0.9,1,0.5461,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,0.95,1,0.5391,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denuci,1,1,0.5324,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.3333,1,1,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.2833,1,0.9484,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.3833,1,0.9504,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0,1,0.5837,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.05,1,0.6387,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.1,1,0.6919,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.15,1,0.7954,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.2,1,0.8486,(0;0;0;0;1;1;1;0;1;1)
befig1,10,exhaustive,nordlund,com,den,0.2,2,0.8486,(0;0;0;0;0;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.25,1,0.9047,(0;0;0;0;1;1;1;0;1;1)
befig1,10,exhaustive,nordlund,com,den,0.25,2,0.9047,(0;0;0;0;0;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.3,1,0.9484,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.35,1,1,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.4,1,0.9047,(1;0;0;0;0;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.4,2,0.9047,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.45,1,0.8973,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.45,2,0.8973,(0;0;1;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.45,3,0.8973,(0;0;0;1;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.5,1,0.9484,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.55,1,0.8486,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.6,1,0.8045,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.65,1,0.7635,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.7,1,0.7251,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.75,1,0.6889,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.8,1,0.6547,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.85,1,0.6222,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.9,1,0.5911,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,0.95,1,0.5612,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,den,1,1,0.5324,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denmin,0,1,1,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denmin,0.05,1,1,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denmin,0.1,1,1,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denmin,0.15,1,1,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denmin,0.2,1,1,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denmin,0.25,1,1,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denmin,0.3,1,1,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denmin,0.35,1,1,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denmin,0.4,1,0.9484,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denmin,0.45,1,0.9484,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denmin,0.5,1,0.9484,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denmin,0.55,1,0.8486,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denmin,0.6,1,0.8045,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denmin,0.65,1,0.7635,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denmin,0.7,1,0.7251,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denmin,0.75,1,0.6889,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denmin,0.8,1,0.6547,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denmin,0.85,1,0.6222,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denmin,0.9,1,0.5911,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denmin,0.95,1,0.5612,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,com,denmin,1,1,0.5324,(1;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,0.9,dnc,,1,1,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,0.8,dnc,,1,1,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,0.7,dnc,,1,1,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,0.6,dnc,,1,1,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,0.5,dnc,,1,1,(0;0;0;0;1;1;1;0;1;1)
befig1,10,exhaustive,nordlund,0.5,dnc,,2,1,(0;0;0;0;0;1;1;1;1;1)
befig1,10,exhaustive,nordlund,0.5,dnc,,3,1,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,0.4,dnc,,1,1,(0;0;0;0;0;1;1;0;1;1)
befig1,10,exhaustive,nordlund,0.4,dnc,,2,1,(0;0;0;0;1;1;1;0;1;1)
befig1,10,exhaustive,nordlund,0.4,dnc,,3,1,(0;0;0;0;0;1;1;1;1;1)
befig1,10,exhaustive,nordlund,0.4,dnc,,4,1,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,0.9,denmin,0,1,1,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,0.8,denmin,0,1,1,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,0.7,denmin,0,1,1,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,0.6,denmin,0,1,1,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,0.5,denmin,0,1,1,(0;0;0;0;1;1;1;0;1;1)
befig1,10,exhaustive,nordlund,0.5,denmin,0,2,1,(0;0;0;0;0;1;1;1;1;1)
befig1,10,exhaustive,nordlund,0.5,denmin,0,3,1,(0;0;0;0;1;1;1;1;1;1)
befig1,10,exhaustive,nordlund,0.4,denmin,0,1,1,(0;0;0;0;0;1;1;0;1;1)
befig1,10,exhaustive,nordlund,0.4,denmin,0,2,1,(0;0;0;0;1;1;1;0;1;1)
befig1,10,exhaustive,nordlund,0.4,denmin,0,3,1,(0;0;0;0;0;1;1;1;1;1)
befig1,10,exhaustive,nordlund,0.4,denmin,0,4,1,(0;0;0;0;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,dnc,,1,0.8596,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0.3846,1,0.5947,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0.3346,1,0.5939,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0.4346,1,0.5919,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0,1,0.5358,(0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0.05,1,0.5431,(0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0.1,1,0.5551,(0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0.15,1,0.5681,(0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0.2,1,0.5783,(0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0.25,1,0.5855,(0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0.3,1,0.591,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0.35,1,0.5945,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0.4,1,0.5942,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0.45,1,0.5904,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0.5,1,0.5879,(0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0.55,1,0.5857,(0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0.6,1,0.5818,(0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0.65,1,0.5767,(0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0.7,1,0.5706, (0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0.75,1,0.564,(0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0.8,1,0.5572,(0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0.85,1,0.5508,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0.9,1,0.5472,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,0.95,1,0.5436,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denuci,1,1,0.54,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,0.3846,1,0.9383,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,0.3346,1,0.9144,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,com,den,0.4346,1,0.9028,(0;0;0;0;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,0.4346,2,0.9028,(0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,0,1,0.5358,(0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,0.05,1,0.6064,(0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,0.1,1,0.6752,(0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,0.15,1,0.7431,(0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,0.2,1,0.8108,(0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,0.25,1,0.8551,(0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,com,den,0.25,2,0.8551,(0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,com,den,0.3,1,0.901,(0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,0.35,1,0.9158,(0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,0.4,1,0.9258,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,0.45,1,0.9014,(1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,0.5,1,0.901,(0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,0.55,1,0.8769,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,0.6,1,0.8257,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,0.65,1,0.7788,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,0.7,1,0.7459,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,0.75,1,0.7049,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,0.8,1,0.6665,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,0.85,1,0.6303,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,0.9,1,0.5961,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,0.95,1,0.5715,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,den,1,1,0.54,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denmin,0,1,0.9383,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denmin,0.05,1,0.9383,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denmin,0.1,1,0.9383,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denmin,0.15,1,0.9383,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denmin,0.2,1,0.9383,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denmin,0.25,1,0.9383,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denmin,0.3,1,0.9383,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denmin,0.35,1,0.9383,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denmin,0.4,1,0.9263,(0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,com,denmin,0.45,1,0.926,(0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denmin,0.5,1,0.901,(0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denmin,0.55,1,0.8769,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denmin,0.6,1,0.8257,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denmin,0.65,1,0.7788,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denmin,0.7,1,0.7459,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denmin,0.75,1,0.7049,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denmin,0.8,1,0.6665,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denmin,0.85,1,0.6303,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denmin,0.9,1,0.5961,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denmin,0.95,1,0.5715,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,com,denmin,1,1,0.54,(1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,0.9,dnc,,1,0.8596,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,0.8,dnc,,1,0.9065,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.7,dnc,,1,0.9378,(0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.6,dnc,,1,0.9737,(0;0;0;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.5,dnc,,1,1,(0;0;0;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.5,dnc,,2,1,(0;0;0;0;0;1;0;0;1;1;1;0;1;1;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.4,dnc,,1,1,(0;0;0;0;0;1;0;0;1;1;1;0;1;0;1;1;1;0;0;1)
baker,20,exhaustive,nordlund,0.4,dnc,,2,1,(0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;1;1;0;0;1)
baker,20,exhaustive,nordlund,0.4,dnc,,3,1,(0;0;0;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;1)
baker,20,exhaustive,nordlund,0.4,dnc,,4,1,(0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;1)
baker,20,exhaustive,nordlund,0.4,dnc,,5,1,(0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;0;0;1)
baker,20,exhaustive,nordlund,0.4,dnc,,6,1,(0;0;0;0;0;1;0;0;1;1;1;0;1;1;1;1;1;0;0;1)
baker,20,exhaustive,nordlund,0.4,dnc,,7,1,(0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.4,dnc,,8,1,(0;0;0;0;0;1;0;0;1;1;1;0;1;0;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.4,dnc,,9,1,(0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.4,dnc,,10,1,(0;0;0;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.4,dnc,,11,1,(0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.4,dnc,,12,1,(0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.4,dnc,,13,1,(0;0;0;0;0;1;0;0;1;1;1;0;1;1;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.9,denmin,0,1,0.9383,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1)
baker,20,exhaustive,nordlund,0.8,denmin,0,1,0.9569,(0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.7,denmin,0,1,0.9701,(0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.6,denmin,0,1,0.9878,(0;0;0;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.5,denmin,0,1,1,(0;0;0;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.5,denmin,0,2,1,(0;0;0;0;0;1;0;0;1;1;1;0;1;1;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.4,denmin,0,1,1,(0;0;0;0;0;1;0;0;1;1;1;0;1;0;1;1;1;0;0;1)
baker,20,exhaustive,nordlund,0.4,denmin,0,2,1,(0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;1;1;0;0;1)
baker,20,exhaustive,nordlund,0.4,denmin,0,3,1,(0;0;0;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;1)
baker,20,exhaustive,nordlund,0.4,denmin,0,4,1,(0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;1)
baker,20,exhaustive,nordlund,0.4,denmin,0,5,1,(0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;0;0;1)
baker,20,exhaustive,nordlund,0.4,denmin,0,6,1,(0;0;0;0;0;1;0;0;1;1;1;0;1;1;1;1;1;0;0;1)
baker,20,exhaustive,nordlund,0.4,denmin,0,7,1,(0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.4,denmin,0,8,1,(0;0;0;0;0;1;0;0;1;1;1;0;1;0;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.4,denmin,0,9,1,(0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.4,denmin,0,10,1,(0;0;0;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.4,denmin,0,11,1,(0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.4,denmin,0,12,1,(0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;0;1;1)
baker,20,exhaustive,nordlund,0.4,denmin,0,13,1,(0;0;0;0;0;1;0;0;1;1;1;0;1;1;1;1;1;0;1;1)
galtung,13,exhaustive,nordlund,com,dnc,,1,0.7947,(0;0;0;0;1;1;1;1;1;1;1;1;1)
galtung,13,exhaustive,nordlund,com,denuci,0,1,0.3873,(0;0;0;0;1;1;1;1;1;1;1;1;1)
